THRESHOLD,SEN_AVG,SEN_STD,SEN_ERR,SEN_CI95_HI,SEN_CI95_LO,FP_AVG,FP_STD,FP_ERR,FP_CI95_HI,FP_CI95_LO
0.4975,0.7024952015355086,0.4115412950344505,0.022060929050490674,0.7457346224744703,0.6592557805965469,0.6293103448275862,0.9650686235066986,0.051733108412009406,0.7307072373151247,0.5279134523400477
0.4375,0.7504798464491362,0.38101102199450587,0.020424334629583422,0.7905115423231197,0.7104481505751528,0.8362068965517241,1.0785621139867265,0.05781699810031599,0.9495282128283434,0.7228855802751047
0.29,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,1.8649425287356323,1.6707798131433775,0.08956319903124818,2.0404863988368787,1.6893986586343859
