THRESHOLD,SEN_AVG,SEN_STD,SEN_ERR,SEN_CI95_HI,SEN_CI95_LO,FP_AVG,FP_STD,FP_ERR,FP_CI95_HI,FP_CI95_LO
0.0,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,8.017241379310345,7.026072595303779,0.3766370250052749,8.755449948320685,7.279032810300007
0.0025,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,8.017241379310345,7.026072595303779,0.3766370250052749,8.755449948320685,7.279032810300007
0.005,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,8.017241379310345,7.026072595303779,0.3766370250052749,8.755449948320685,7.279032810300007
0.0075,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,8.017241379310345,7.026072595303779,0.3766370250052749,8.755449948320685,7.279032810300007
0.01,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,8.017241379310345,7.026072595303779,0.3766370250052749,8.755449948320685,7.279032810300007
0.0125,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,8.017241379310345,7.026072595303779,0.3766370250052749,8.755449948320685,7.279032810300007
0.015,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,8.017241379310345,7.026072595303779,0.3766370250052749,8.755449948320685,7.279032810300007
0.0175,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,8.017241379310345,7.026072595303779,0.3766370250052749,8.755449948320685,7.279032810300007
0.02,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,8.017241379310345,7.026072595303779,0.3766370250052749,8.755449948320685,7.279032810300007
0.0225,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,8.017241379310345,7.026072595303779,0.3766370250052749,8.755449948320685,7.279032810300007
0.025,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,8.017241379310345,7.026072595303779,0.3766370250052749,8.755449948320685,7.279032810300007
0.0275,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,8.017241379310345,7.026072595303779,0.3766370250052749,8.755449948320685,7.279032810300007
0.03,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,8.017241379310345,7.026072595303779,0.3766370250052749,8.755449948320685,7.279032810300007
0.0325,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,8.017241379310345,7.026072595303779,0.3766370250052749,8.755449948320685,7.279032810300007
0.035,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,8.017241379310345,7.026072595303779,0.3766370250052749,8.755449948320685,7.279032810300007
0.0375,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,8.017241379310345,7.026072595303779,0.3766370250052749,8.755449948320685,7.279032810300007
0.04,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,8.014367816091953,7.028744637857187,0.37678026152103133,8.752857128673174,7.275878503510731
0.0425,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,7.997126436781609,7.0295787433967964,0.376824974271251,8.735703386353261,7.258549487209957
0.045,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,7.977011494252873,7.011274595004348,0.37584376892469723,8.71366528134528,7.240357707160467
0.0475,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,7.948275862068965,6.990126623862327,0.3747101186773098,8.682707694676493,7.213844029461438
0.05,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,7.882183908045977,6.91074624484251,0.37045488370894375,8.608275480115505,7.156092335976447
0.0525,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,7.7988505747126435,6.814106308572252,0.36527443935688025,8.514788475852129,7.0829126735731585
0.055,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,7.718390804597701,6.723095018288052,0.36039572210060766,8.424766419914892,7.012015189280509
0.0575,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,7.666666666666667,6.672091932736365,0.3576616697338392,8.367683539344991,6.965649793988342
0.06,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,7.568965517241379,6.559271948508062,0.351613883770271,8.25812872943111,6.879802305051648
0.0625,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,7.543103448275862,6.536167047898059,0.35037533109226265,8.229839097216697,6.856367799335027
0.065,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,7.468390804597701,6.468423033357843,0.3467438707348227,8.148008791237952,6.788772817957448
0.0675,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,7.402298850574713,6.400125665399808,0.3430827475206108,8.07474103571511,6.7298566654343155
0.07,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,7.301724137931035,6.299745881503429,0.33770182629262996,7.9636197174645895,6.63982855839748
0.0725,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,7.241379310344827,6.256690744462872,0.3353938286871129,7.898751214571568,6.584007406118086
0.075,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,7.149425287356322,6.147146167841721,0.32952162300116117,7.795287668438598,6.503562906274046
0.0775,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,7.097701149425287,6.091208329022174,0.32652304009265254,7.737686308006886,6.457715990843688
0.08,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,6.994252873563219,5.968695595010646,0.3199556682021022,7.621365983239339,6.367139763887098
0.0825,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,6.933908045977011,5.905958473446894,0.3165926054806951,7.554429552719173,6.313386539234849
0.085,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,6.85632183908046,5.839055648834365,0.3130062376365378,7.469814064848074,6.242829613312845
0.0875,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,6.793103448275862,5.785578674620078,0.31013957091752103,7.400977007274204,6.185229889277521
0.09,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,6.704022988505747,5.724338645921255,0.3068567607974293,7.305462239668708,6.102583737342785
0.0925,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,6.64367816091954,5.643546234226331,0.30252583293253416,7.2366287934673075,6.050727528371773
0.095,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,6.57183908045977,5.575575602026665,0.29888222459342856,7.1576482406628905,5.98602992025665
0.0975,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,6.511494252873563,5.49952945930305,0.29480572345142597,7.089313470838357,5.933675034908768
0.1,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,6.370689655172414,5.382536880449846,0.28853426293785006,6.9362168105306,5.8051624998142275
0.1025,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,6.293103448275862,5.306758088243241,0.28447209328787154,6.85066875112009,5.735538145431634
0.105,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,6.181034482758621,5.242696258266771,0.2810380187417505,6.731868999492452,5.63019996602479
0.1075,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,6.126436781609195,5.195441579258178,0.27850490205700806,6.672306389640931,5.580567173577459
0.11,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,5.997126436781609,5.081751588934014,0.27241047887140185,6.531050975369556,5.463201898193661
0.1125,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,5.933908045977011,5.0173990888587205,0.26896082277245825,6.46107125861103,5.406744833342993
0.115,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,5.787356321839081,4.856518946336673,0.2603367419022394,6.2976163359674695,5.277096307710692
0.1175,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,5.695402298850575,4.745303348814632,0.25437496009359656,6.193977220634024,5.196827377067126
0.12,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,5.586206896551724,4.6634311597636255,0.24998615008678687,6.076179750721827,5.096234042381622
0.1225,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,5.5201149425287355,4.6057410595051085,0.24689363610562662,6.004026469295764,5.036203415761707
0.125,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,5.39367816091954,4.48599038954428,0.2404743263896152,5.8650078406431865,4.922348481195894
0.1275,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,5.318965517241379,4.440965581451571,0.23806074333287222,5.785564574173809,4.852366460308949
0.13,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,5.181034482758621,4.28239302178628,0.22956036188794862,5.6309727920590005,4.7310961734582415
0.1325,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,5.094827586206897,4.203014798877423,0.22530524249926193,5.5364258615054505,4.653229310908343
0.135,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,4.977011494252873,4.074881265204658,0.21843656412008028,5.405147159928231,4.548875828577516
0.1375,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,4.913793103448276,4.039221895958899,0.21652502128244092,5.33818214516186,4.4894040617346915
0.14,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,4.7988505747126435,3.943374240941469,0.21138704766349115,5.213169188133087,4.3845319612922005
0.1425,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,4.735632183908046,3.894753051003155,0.2087806783039114,5.1448423133837125,4.3264220544323795
0.145,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,4.617816091954023,3.723966131298751,0.19962553843383998,5.009082147284349,4.226550036623697
0.1475,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,4.557471264367816,3.673979920656228,0.19694599628389542,4.9434854170842515,4.171457111651381
0.15,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,4.454022988505747,3.613241883701232,0.19369009574585083,4.833655576167614,4.074390400843879
0.1525,0.800383877159309,0.3623662838736926,0.019424871757178823,0.8384566258033795,0.7623111285152385,4.379310344827586,3.5568382142125716,0.19066654169236877,4.753016766544629,4.005603923110543
